Energy (eV),Intensity
940.35,0.11922934
940.4,0.119687092
940.45,0.120199013
940.5,0.120623519
940.55,0.1210106
940.6,0.121440347
940.65,0.121901
940.7,0.122275773
940.75,0.122469971
940.8,0.122611026
940.85,0.122932639
940.9,0.123550219
940.95,0.124229662
941,0.124680573
941.05,0.12485873
941.1,0.125014363
941.15,0.125376949
941.2,0.125854364
941.25,0.126193021
941.3,0.126242546
941.35,0.126175302
941.4,0.126221054
941.45,0.126439832
941.5,0.126679249
941.55,0.126790489
941.6,0.126776609
941.65,0.12672064
941.7,0.126689939
941.75,0.126698569
941.8,0.126748739
941.85,0.126801386
941.9,0.126763412
941.95,0.126557595
942,0.126291931
942.05,0.126176639
942.1,0.126303704
942.15,0.126356846
942.2,0.125941138
942.25,0.125040493
942.3,0.124157929
942.35,0.123779772
942.4,0.123846513
942.45,0.123982959
942.5,0.123901016
942.55,0.123640223
942.6,0.123312385
942.65,0.122956245
942.7,0.122505766
942.75,0.121900911
942.8,0.121232339
942.85,0.120682005
942.9,0.120376111
942.95,0.120224524
943,0.12008705
943.05,0.119891199
943.1,0.119666133
943.15,0.119447033
943.2,0.119242401
943.25,0.119043804
943.3,0.118843537
943.35,0.118637883
943.4,0.118424252
943.45,0.118208238
943.5,0.118008302
943.55,0.11783956
943.6,0.117662994
943.65,0.117403617
943.7,0.117015281
943.75,0.116575867
943.8,0.116195204
943.85,0.115936251
943.9,0.115784804
943.95,0.11571931
944,0.115716269
944.05,0.11575082
944.1,0.115794077
944.15,0.115799432
944.2,0.115715833
944.25,0.115530058
944.3,0.115294131
944.35,0.115063805
944.4,0.114857157
944.45,0.114664833
944.5,0.114475633
944.55,0.114272631
944.6,0.114037592
944.65,0.113786513
944.7,0.113597247
944.75,0.113545679
944.8,0.113582903
944.85,0.113564942
944.9,0.113386188
944.95,0.113141374
945,0.112985838
945.05,0.112981918
945.1,0.113015759
945.15,0.11295947
945.2,0.112773508
945.25,0.112488761
945.3,0.112134158
945.35,0.111718357
945.4,0.111243779
945.45,0.11075282
945.5,0.110367272
945.55,0.110208661
945.6,0.110235375
945.65,0.110269731
945.7,0.110161249
945.75,0.109930612
945.8,0.109656531
945.85,0.109405863
945.9,0.109220676
945.95,0.1091371
946,0.10913953
946.05,0.10916722
946.1,0.109169247
946.15,0.10915991
946.2,0.109176602
946.25,0.109220592
946.3,0.109214142
946.35,0.109074971
946.4,0.10883636
946.45,0.108637068
946.5,0.108589765
946.55,0.108625355
946.6,0.108606776
946.65,0.108451991
946.7,0.108205437
946.75,0.107929198
946.8,0.107685055
946.85,0.107534502
946.9,0.107519182
946.95,0.107553717
947,0.107502897
947.05,0.107303456
947.1,0.107065667
947.15,0.106921241
947.2,0.106906542
947.25,0.106962725
947.3,0.107027437
947.35,0.107042509
947.4,0.106951614
947.45,0.106742419
947.5,0.106513837
947.55,0.106378717
947.6,0.106365637
947.65,0.106415154
947.7,0.106466284
947.75,0.106476564
947.8,0.106411606
947.85,0.106252445
947.9,0.106021009
947.95,0.105747017
948,0.105489305
948.05,0.10533852
948.1,0.105360474
948.15,0.105421429
948.2,0.10529677
948.25,0.104882153
948.3,0.104410463
948.35,0.104164845
948.4,0.104186634
948.45,0.104240802
948.5,0.104111691
948.55,0.103858691
948.6,0.103672773
948.65,0.103664312
948.7,0.103704577
948.75,0.103625524
948.8,0.103400715
948.85,0.103173014
948.9,0.103077245
948.95,0.103096298
949,0.103136809
949.05,0.103135686
949.1,0.103125134
949.15,0.103153817
949.2,0.103203056
949.25,0.103169939
949.3,0.102967892
949.35,0.102703987
949.4,0.102587201
949.45,0.102741066
949.5,0.103008465
949.55,0.103178945
949.6,0.103183583
949.65,0.103138699
949.7,0.103156787
949.75,0.103195367
949.8,0.103126468
949.85,0.10288782
949.9,0.102644958
949.95,0.102608203
950,0.102817393
950.05,0.103078857
950.1,0.103201
950.15,0.103182882
950.2,0.103133782
950.25,0.103132885
950.3,0.103146191
950.35,0.103115714
950.4,0.103056277
950.45,0.103087083
950.5,0.103322678
950.55,0.103741811
950.6,0.104240987
950.65,0.104724532
950.7,0.105130784
950.75,0.105407512
950.8,0.105578254
950.85,0.105780252
950.9,0.106143112
950.95,0.106603369
951,0.106975092
951.05,0.107145187
951.1,0.107299136
951.15,0.107693426
951.2,0.10836632
951.25,0.109013167
951.3,0.109333283
951.35,0.109437448
951.4,0.109709722
951.45,0.110420545
951.5,0.111341979
951.55,0.112117846
951.6,0.112585067
951.65,0.112898353
951.7,0.113240063
951.75,0.113767174
951.8,0.114619013
951.85,0.115880169
951.9,0.117394439
951.95,0.118939678
952,0.120349524
952.05,0.121553783
952.1,0.122506908
952.15,0.123371616
952.2,0.124462182
952.25,0.125998021
952.3,0.127740201
952.35,0.129318507
952.4,0.130573239
952.45,0.131725001
952.5,0.133006506
952.55,0.134240492
952.6,0.134937479
952.65,0.134830453
952.7,0.134783803
952.75,0.136001142
952.8,0.138842215
952.85,0.142068797
952.9,0.144340409
952.95,0.145510816
953,0.146385423
953.05,0.147622315
953.1,0.148980305
953.15,0.1499308
953.2,0.150296918
953.25,0.150600249
953.3,0.151410631
953.35,0.152719839
953.4,0.154037721
953.45,0.154954141
953.5,0.155575822
953.55,0.156184026
953.6,0.156929293
953.65,0.157689696
953.7,0.158314958
953.75,0.158757981
953.8,0.159061658
953.85,0.159274731
953.9,0.159462239
953.95,0.159694699
954,0.159977146
954.05,0.160171575
954.1,0.160130507
954.15,0.159891113
954.2,0.159659019
954.25,0.159604849
954.3,0.159649495
954.35,0.159620552
954.4,0.159430585
954.45,0.15918733
954.5,0.159018132
954.55,0.158888793
954.6,0.158610953
954.65,0.158036573
954.7,0.157314995
954.75,0.156712426
954.8,0.156400914
954.85,0.156325198
954.9,0.156394641
954.95,0.156475681
955,0.156391919
955.05,0.156011883
955.1,0.155520143
955.15,0.15523161
955.2,0.155280466
955.25,0.155342957
955.3,0.155039087
955.35,0.15436244
955.4,0.153696662
955.45,0.153376798
955.5,0.153260589
955.55,0.152998678
955.6,0.152402245
955.65,0.151711106
955.7,0.151226829
955.75,0.151017224
955.8,0.150894806
955.85,0.150688082
955.9,0.15044367
955.95,0.150307547
956,0.150341997
956.05,0.150374239
956.1,0.150196875
956.15,0.149782728
956.2,0.14931051
956.25,0.14895309
956.3,0.14874709
956.35,0.148663929
956.4,0.148664542
956.45,0.148680283
956.5,0.148640144
956.55,0.148571874
956.6,0.14862125
956.65,0.148915835
956.7,0.149371029
956.75,0.149795791
956.8,0.150060066
956.85,0.150224549
956.9,0.150385177
956.95,0.150585862
957,0.150805461
957.05,0.151020695
957.1,0.15122583
957.15,0.151424369
957.2,0.151621388
957.25,0.151826814
957.3,0.15205095
957.35,0.152280095
957.4,0.152469149
957.45,0.152574236
957.5,0.152583202
957.55,0.152501388
957.6,0.152338124
957.65,0.152115764
957.7,0.151859814
957.75,0.151612357
957.8,0.151438167
957.85,0.151392743
957.9,0.151421916
957.95,0.151408137
958,0.151266418
958.05,0.15103172
958.1,0.150765833
958.15,0.150523166
958.2,0.150347552
958.25,0.150276271
958.3,0.150285367
958.35,0.150313814
958.4,0.150316285
958.45,0.150308924
958.5,0.1503218
958.55,0.15035017
958.6,0.150337067
958.65,0.150226472
958.7,0.150021918
958.75,0.149764693
958.8,0.149500742
958.85,0.149292196
958.9,0.149204044
958.95,0.149227761
959,0.149239354
959.05,0.149116919
959.1,0.148886089
959.15,0.14867044
959.2,0.148571895
959.25,0.148593978
959.3,0.148714296
959.35,0.14890558
959.4,0.149132526
959.45,0.149360393
959.5,0.149571292
959.55,0.149759047
959.6,0.149927604
959.65,0.150124671
959.7,0.150409544
959.75,0.150800008
959.8,0.151242308
959.85,0.151678487
959.9,0.152090169
959.95,0.152487771
960,0.152883144
960.05,0.153291789
960.1,0.153729942
960.15,0.154182601
960.2,0.154578355
960.25,0.154847142
960.3,0.155025822
960.35,0.155232652
960.4,0.155563758
960.45,0.155996578
960.5,0.156472186
960.55,0.156932271
960.6,0.157319713
960.65,0.157583302
960.7,0.157762912
960.75,0.157970968
960.8,0.158300195
960.85,0.158730989
960.9,0.15920751
960.95,0.159671513
961,0.160060019
961.05,0.160315685
961.1,0.160486013
961.15,0.160705867
961.2,0.161079156
961.25,0.161526432
961.3,0.161906491
961.35,0.162145584
961.4,0.162310455
961.45,0.162482364
961.5,0.162687749
961.55,0.16290525
961.6,0.163115378
961.65,0.163318575
961.7,0.163522374
961.75,0.163730043
961.8,0.163935523
961.85,0.164132264
961.9,0.164328184
961.95,0.164544392
962,0.164791699
962.05,0.165015564
962.1,0.165137178
962.15,0.165133386
962.2,0.165108666
962.25,0.165180954
962.3,0.165376291
962.35,0.165633058
962.4,0.165889249
962.45,0.166102735
962.5,0.166239274
962.55,0.166281661
962.6,0.166253635
962.65,0.166186184
962.7,0.166138053
962.75,0.166195688
962.8,0.16641873
962.85,0.166677743
962.9,0.166765357
962.95,0.166584714
963,0.166318842
963.05,0.166186614
963.1,0.166215843
963.15,0.166234931
963.2,0.166092582
963.25,0.165848915
963.3,0.165655769
963.35,0.165607756
963.4,0.165646572
963.45,0.165690375
963.5,0.165699551
963.55,0.165680589
963.6,0.165645588
963.65,0.165631343
963.7,0.165685884
963.75,0.165839305
963.8,0.166071494
963.85,0.166352494
963.9,0.166618137
963.95,0.166765195
964,0.166704759
964.05,0.166479058
964.1,0.16619302
964.15,0.165934877
964.2,0.165742724
964.25,0.165644464
964.3,0.165634197
964.35,0.165665632
964.4,0.16569317
964.45,0.165697006
964.5,0.165670287
964.55,0.165623883
964.6,0.165623055
964.65,0.165741157
964.7,0.165966935
964.75,0.16618339
964.8,0.16628033
964.85,0.166267912
964.9,0.166219582
964.95,0.166194276
965,0.166201977
965.05,0.166241975
965.1,0.166282855
965.15,0.166253044
965.2,0.166090894
965.25,0.165854377
965.3,0.1656674
965.35,0.165614963
965.4,0.165646743
965.45,0.165684438
965.5,0.165689492
965.55,0.165677745
965.6,0.165667805
965.65,0.165666624
965.7,0.165674423
965.75,0.165687558
965.8,0.165688763
965.85,0.165658518
965.9,0.165616902
965.95,0.165640711
966,0.165799423
966.05,0.166037714
966.1,0.166224744
966.15,0.166269673
966.2,0.166237166
966.25,0.166227307
966.3,0.166263293
966.35,0.166253028
966.4,0.166106838
966.45,0.16587012
966.5,0.165673871
966.55,0.165614466
966.6,0.165644757
966.65,0.165682467
966.7,0.165685637
966.75,0.165675625
966.8,0.165676903
966.85,0.165684614
966.9,0.165674444
966.95,0.165637024
967,0.165627248
967.05,0.165716065
967.1,0.165916918
967.15,0.166148682
967.2,0.166322862
967.25,0.16636941
967.3,0.166231096
967.35,0.165881388
967.4,0.165428416
967.45,0.165016887
967.5,0.164739047
967.55,0.164596763
967.6,0.164578561
967.65,0.164612399
967.7,0.164582191
967.75,0.164406147
967.8,0.164166875
967.85,0.163994157
967.9,0.163954453
967.95,0.163999919
968,0.164070575
968.05,0.164104435
968.1,0.164037979
968.15,0.163835331
968.2,0.163596477
968.25,0.163462141
968.3,0.163476778
968.35,0.163502696
968.4,0.163392166
968.45,0.163158623
968.5,0.162943818
968.55,0.162864527
968.6,0.162889972
968.65,0.162941996
968.7,0.162965367
968.75,0.162950374
968.8,0.162895758
968.85,0.162852457
968.9,0.162914885
968.95,0.163142406
969,0.163396121
969.05,0.163470711
969.1,0.163285639
969.15,0.16302005
969.2,0.162876076
969.25,0.162884997
969.3,0.162929196
969.35,0.162912108
969.4,0.162886753
969.45,0.162959115
969.5,0.163167064
969.55,0.163399675
969.6,0.163531544
969.65,0.163538201
969.7,0.163487181
969.75,0.163443866
969.8,0.163440217
969.85,0.163495476
969.9,0.163582384
969.95,0.16356723
970,0.163310237
970.05,0.162857244
970.1,0.162431086
970.15,0.162230282
970.2,0.162252813
970.25,0.162417717
970.3,0.162644754
970.35,0.16285587
970.4,0.162975951
970.45,0.162989804
970.5,0.162942002
970.55,0.16288107
970.6,0.162864741
970.65,0.162954445
970.7,0.163165079
970.75,0.163393997
970.8,0.163524016
970.85,0.163530867
970.9,0.163487216
970.95,0.163462025
971,0.163465464
971.05,0.163482178
971.1,0.16349673
971.15,0.163493729
971.2,0.163459356
971.25,0.163422096
971.3,0.163456597
971.35,0.163623396
971.4,0.163859131
971.45,0.164044038
971.5,0.164099868
971.55,0.164064956
971.6,0.163997809
971.65,0.163956948
971.7,0.164000919
971.75,0.164174296
971.8,0.164410379
971.85,0.164589313
971.9,0.164635144
971.95,0.164601647
972,0.164564985
972.05,0.164560154
972.1,0.164572992
972.15,0.164587022
972.2,0.164590572
972.25,0.164574387
972.3,0.164542754
972.35,0.164541679
972.4,0.164624134
972.45,0.164805564
972.5,0.165054529
972.55,0.165332916
972.6,0.165569422
972.65,0.165675307
972.7,0.165624188
972.75,0.165592552
972.8,0.165792931
972.85,0.16623892
972.9,0.166684058
972.95,0.166890563
973,0.166868858
973.05,0.166766133
973.1,0.166704923
973.15,0.166718688
973.2,0.166821436
973.25,0.167007725
973.3,0.167245502
973.35,0.167499785
973.4,0.167725471
973.45,0.167871609
973.5,0.167908759
973.55,0.167885082
973.6,0.16786534
973.65,0.167873518
973.7,0.167875206
973.75,0.167838579
973.8,0.167807344
973.85,0.1678709
973.9,0.168077253
973.95,0.168315293
974,0.168438388
974.05,0.168416885
974.1,0.168396478
974.15,0.168521644
974.2,0.168759689
974.25,0.168965681
974.3,0.16903112
974.35,0.168999872
974.4,0.168953234
974.45,0.168939458
974.5,0.168954928
974.55,0.168989555
974.6,0.169009895
974.65,0.168967012
974.7,0.168824669
974.75,0.168601119
974.8,0.168329211
974.85,0.168062753
974.9,0.167890006
974.95,0.167888633
975,0.167958575
975.05,0.167876363
975.1,0.167494451
975.15,0.167012021
975.2,0.166721684
975.25,0.166723539
975.3,0.1667862
975.35,0.166665886
975.4,0.166398768
975.45,0.166224496
975.5,0.166324603
975.55,0.166588634
975.6,0.166821957
975.65,0.166901635
975.7,0.166834094
975.75,0.166642845
975.8,0.166403041
975.85,0.166229115
975.9,0.166202447
975.95,0.166237427
976,0.166197973
976.05,0.166019815
976.1,0.165774495
976.15,0.165544475
976.2,0.16534629
976.25,0.165144005
976.3,0.164913033
976.35,0.164694951
976.4,0.164552403
976.45,0.164515575
976.5,0.164550293
976.55,0.164613978
976.6,0.164650191
976.65,0.164590958
976.7,0.164393381
976.75,0.164153093
976.8,0.164012096
976.85,0.1640228
976.9,0.164051249
976.95,0.163948654
977,0.163718853
977.05,0.163498643
977.1,0.163406048
977.15,0.163425775
977.2,0.16349503
977.25,0.163551124
977.3,0.163531717
977.35,0.163379688
977.4,0.16313906
977.45,0.162946023
977.5,0.162908985
977.55,0.162947698
977.6,0.162911575
977.65,0.162724816
977.7,0.16248314
977.75,0.162303796
977.8,0.162253917
977.85,0.162352872
977.9,0.162597246
977.95,0.162850184
978,0.162922686
978.05,0.162735331
978.1,0.162472401
978.15,0.16234842
978.2,0.162381824
978.25,0.162395547
978.3,0.16223818
978.35,0.161988394
978.4,0.161819737
978.45,0.161819338
978.5,0.161855399
978.55,0.161767959
978.6,0.16154251
978.65,0.161316233
978.7,0.161214643
978.75,0.161229589
978.8,0.161294922
978.85,0.161347978
978.9,0.161335961
978.95,0.161210234
979,0.160990786
979.05,0.160772467
979.1,0.160645808
979.15,0.160640294
979.2,0.160757576
979.25,0.160974265
979.3,0.161197558
979.35,0.161325334
979.4,0.161334849
979.45,0.161293927
979.5,0.161268564
979.55,0.161270877
979.6,0.161287239
979.65,0.161303005
979.7,0.161301018
979.75,0.161265034
979.8,0.161223201
979.85,0.161256658
979.9,0.161432751
979.95,0.161676459
980,0.161841441
980.05,0.161846127
980.1,0.161810301
980.15,0.161888851
980.2,0.162109088
980.25,0.162339003
980.3,0.162450668
980.35,0.162442091
980.4,0.162377451
980.45,0.162319608
980.5,0.162325242
980.55,0.162448
980.6,0.162671523
980.65,0.162887968
980.7,0.162994118
980.75,0.162988852
980.8,0.162927282
980.85,0.162866659
980.9,0.162869529
980.95,0.162997716
981,0.163232041
981.05,0.163442549
981.1,0.163507934
981.15,0.163473843
981.2,0.16348228
981.25,0.163633282
981.3,0.163871843
981.35,0.164109203
981.4,0.16430871
981.45,0.164508298
981.5,0.164744575
981.55,0.164978839
981.6,0.165126847
981.65,0.165140388
981.7,0.165110006
981.75,0.165157772
981.8,0.165334905
981.85,0.165586468
981.9,0.165849947
981.95,0.1660758
982,0.166222697
982.05,0.166265696
982.1,0.166244656
982.15,0.166215182
982.2,0.166208512
982.25,0.166217654
982.3,0.16623207
982.35,0.16623876
982.4,0.166223095
982.45,0.166183693
982.5,0.166174911
982.55,0.166264926
982.6,0.166465778
982.65,0.166697271
982.7,0.166879441
982.75,0.167045681
982.8,0.167308066
982.85,0.167734014
982.9,0.168186563
982.95,0.168473732
983,0.168519265
983.05,0.168446085
983.1,0.168389788
983.15,0.16838977
983.2,0.168415537
983.25,0.168437549
983.3,0.168438058
983.35,0.168403108
983.4,0.168353268
983.45,0.168371371
983.5,0.168537193
983.55,0.168789766
983.6,0.168961115
983.65,0.168937172
983.7,0.168881339
983.75,0.169040312
983.8,0.169482752
983.85,0.169940762
983.9,0.170128919
983.95,0.17007456
984,0.170053852
984.05,0.170274174
984.1,0.170551954
984.15,0.170579108
984.2,0.170225807
984.25,0.169715606
984.3,0.169303578
984.35,0.169074496
984.4,0.168971389
984.45,0.168937945
984.5,0.168944978
984.55,0.168972463
984.6,0.168997035
984.65,0.168988375
984.7,0.168920251
984.75,0.168856431
984.8,0.168939044
984.85,0.169273276
984.9,0.169737213
984.95,0.170128595
985,0.170346499
985.05,0.170511203
985.1,0.170767024
985.15,0.171158381
985.2,0.171638698
985.25,0.172150309
985.3,0.172588553
985.35,0.172831544
985.4,0.172844975
985.45,0.172795035
985.5,0.172868154
985.55,0.173088386
985.6,0.173325081
985.65,0.173456072
985.7,0.173452683
985.75,0.173323096
985.8,0.173101081
985.85,0.172881692
985.9,0.172765137
985.95,0.172763507
986,0.172801068
986.05,0.172809786
986.1,0.172799132
986.15,0.172810513
986.2,0.172852658
986.25,0.172851585
986.3,0.172724626
986.35,0.17249237
986.4,0.172283045
986.45,0.17220901
986.5,0.172233778
986.55,0.172256391
986.6,0.172224758
986.65,0.172217051
986.7,0.172328992
986.75,0.172553753
986.8,0.172772692
986.85,0.172876306
986.9,0.172866412
986.95,0.172795513
987,0.1727241
987.05,0.172734206
987.1,0.172906905
987.15,0.173185086
987.2,0.173354025
987.25,0.173230578
987.3,0.172951244
987.35,0.172805096
987.4,0.172961777
987.45,0.173238222
987.5,0.173392883
987.55,0.173371281
987.6,0.173342152
987.65,0.173464134
987.7,0.173700712
987.75,0.173917614
987.8,0.174011578
987.85,0.17397715
987.9,0.173828476
987.95,0.173608731
988,0.173397337
988.05,0.173270743
988.1,0.173258558
988.15,0.173365782
988.2,0.173575633
988.25,0.173801407
988.3,0.173943873
988.35,0.173967676
988.4,0.173920898
988.45,0.173857548
988.5,0.173834518
988.55,0.173910289
988.6,0.174109553
988.65,0.174341659
988.7,0.174492955
988.75,0.174519225
988.8,0.174471167
988.85,0.174406318
988.9,0.174382224
988.95,0.174456432
989,0.174654481
989.05,0.174886914
989.1,0.17503985
989.15,0.1750673
989.2,0.175020409
989.25,0.174957503
989.3,0.17493376
989.35,0.175002456
989.4,0.175189995
989.45,0.175421225
989.5,0.175597663
989.55,0.17565782
989.6,0.175595617
989.65,0.175414968
989.7,0.175181488
989.75,0.174999845
989.8,0.174945204
989.85,0.174972743
989.9,0.175008336
989.95,0.175013032
990,0.175003041
990.05,0.174997959
990.1,0.175000047
990.15,0.175000079
990.2,0.174992774
990.25,0.174990262
990.3,0.175008868
990.35,0.175038554
990.4,0.175025987
990.45,0.174918064
990.5,0.174716352
990.55,0.174460353
