Energy (eV),Intensity,,
916.5591639,0.431063086,,
916.557725,0.429965899,,
916.556286,0.428868712,,
916.5548471,0.427771525,,
916.5534082,0.426674338,,
916.5519692,0.425577151,,
916.5505303,0.424479964,,
916.5490914,0.423382777,,
916.6913403,0.42996076,,
916.6899013,0.428863573,,
916.6884624,0.427766386,,
916.6870235,0.426669199,,
916.6855845,0.425572012,,
916.6841456,0.424474825,,
916.6827067,0.423377637,,
916.8249555,0.429955621,,
916.8235166,0.428858434,,
916.8220777,0.427761247,,
916.8206387,0.42666406,,
916.8191998,0.425566872,,
916.8177609,0.424469685,,
916.8163219,0.423372498,,
916.9585708,0.429950482,,
916.9571319,0.428853295,,
916.955693,0.427756108,,
916.954254,0.42665892,,
916.9528151,0.425561733,,
916.9513762,0.424464546,,
916.9499372,0.423367359,,
916.9484983,0.422270172,,
917.0921861,0.429945343,,
917.0907472,0.428848156,,
917.0893082,0.427750968,,
917.0878693,0.426653781,,
917.0864304,0.425556594,,
917.0849914,0.424459407,,
917.0835525,0.42336222,,
917.0821136,0.422265033,,
917.2258014,0.429940203,,
917.2243625,0.428843016,,
917.2229235,0.427745829,,
917.2214846,0.426648642,,
917.2200457,0.425551455,,
917.2186067,0.424454268,,
917.2171678,0.423357081,,
917.2157289,0.422259894,,
917.3608556,0.431032251,,
917.3594167,0.429935064,,
917.3579777,0.428837877,,
917.3565388,0.42774069,,
917.3550999,0.426643503,,
917.3536609,0.425546316,,
917.352222,0.424449129,,
917.3507831,0.423351942,,
917.4959098,0.432124299,,
917.4944709,0.431027112,,
917.493032,0.429929925,,
917.491593,0.428832738,,
917.4901541,0.427735551,,
917.4887152,0.426638364,,
917.4872762,0.425541177,,
917.4858373,0.42444399,,
917.4843984,0.423346803,,
917.6309641,0.433216347,,
917.6295251,0.43211916,,
917.6280862,0.431021973,,
917.6266472,0.429924786,,
917.6252083,0.428827599,,
917.6237694,0.427730412,,
917.6223304,0.426633225,,
917.6208915,0.425536038,,
917.6194526,0.424438851,,
917.6180136,0.423341664,,
917.7660183,0.434308395,,
917.7645793,0.433211208,,
917.7631404,0.432114021,,
917.7617015,0.431016834,,
917.7602625,0.429919647,,
917.7588236,0.42882246,,
917.7573847,0.427725273,,
917.7559457,0.426628086,,
917.7545068,0.425530899,,
917.7530679,0.424433712,,
917.9010725,0.435400443,,
917.8996336,0.434303256,,
917.8981946,0.433206069,,
917.8967557,0.432108882,,
917.8953167,0.431011695,,
917.8938778,0.429914508,,
917.8924389,0.428817321,,
917.8909999,0.427720134,,
917.889561,0.426622947,,
917.8881221,0.42552576,,
917.8866831,0.424428573,,
918.0346878,0.435395304,,
918.0332488,0.434298117,,
918.0318099,0.43320093,,
918.030371,0.432103743,,
918.028932,0.431006556,,
918.0274931,0.429909369,,
918.0260542,0.428812182,,
918.0246152,0.427714995,,
918.0231763,0.426617808,,
918.1683031,0.435390165,,
918.1668641,0.434292978,,
918.1654252,0.433195791,,
918.1639862,0.432098604,,
918.1625473,0.431001417,,
918.1611084,0.42990423,,
918.1596694,0.428807043,,
918.1582305,0.427709856,,
918.1567916,0.426612669,,
918.3004794,0.434287839,,
918.2990405,0.433190652,,
918.2976015,0.432093465,,
918.2961626,0.430996278,,
918.2947237,0.429899091,,
918.2932847,0.428801904,,
918.2918458,0.427704717,,
918.2904069,0.42660753,,
918.4340947,0.4342827,,
918.4326557,0.433185513,,
918.4312168,0.432088326,,
918.4297779,0.430991139,,
918.4283389,0.429893952,,
918.4269,0.428796765,,
918.4254611,0.427699578,,
918.4240221,0.426602391,,
918.56771,0.434277561,,
918.566271,0.433180374,,
918.5648321,0.432083187,,
918.5633932,0.430986,,
918.5619542,0.429888813,,
918.5605153,0.428791626,,
918.5590764,0.427694439,,
918.5576374,0.426597252,,
918.7013252,0.434272422,,
918.6998863,0.433175235,,
918.6984474,0.432078048,,
918.6970084,0.430980861,,
918.6955695,0.429883674,,
918.6941306,0.428786487,,
918.6926916,0.4276893,,
918.6912527,0.426592113,,
918.6898138,0.425494926,,
918.8349405,0.434267283,,
918.8335016,0.433170096,,
918.8320627,0.432072909,,
918.8306237,0.430975722,,
918.8291848,0.429878535,,
918.8277459,0.428781348,,
918.8263069,0.427684161,,
918.824868,0.426586974,,
918.8234291,0.425489787,,
918.9685558,0.434262144,,
918.9671169,0.433164957,,
918.9656779,0.43206777,,
918.964239,0.430970583,,
918.9628001,0.429873396,,
918.9613611,0.428776209,,
918.9599222,0.427679022,,
918.9584833,0.426581835,,
918.9570443,0.425484648,,
918.9556054,0.424387461,,
919.105049,0.436451379,,
919.10361,0.435354192,,
919.1021711,0.434257005,,
919.1007322,0.433159818,,
919.0992932,0.432062631,,
919.0978543,0.430965444,,
919.0964154,0.429868257,,
919.0949764,0.42877107,,
919.0935375,0.427673883,,
919.0920986,0.426576696,,
919.0906596,0.425479509,,
919.0892207,0.424382322,,
919.2401032,0.437543427,,
919.2386642,0.43644624,,
919.2372253,0.435349053,,
919.2357864,0.434251866,,
919.2343474,0.433154679,,
919.2329085,0.432057492,,
919.2314696,0.430960305,,
919.2300306,0.429863118,,
919.2285917,0.428765931,,
919.2271528,0.427668744,,
919.2257138,0.426571557,,
919.2242749,0.42547437,,
919.222836,0.424377183,,
919.3751574,0.438635475,,
919.3737185,0.437538288,,
919.3722795,0.436441101,,
919.3708406,0.435343914,,
919.3694017,0.434246727,,
919.3679627,0.43314954,,
919.3665238,0.432052353,,
919.3650849,0.430955166,,
919.3636459,0.429857979,,
919.362207,0.428760792,,
919.3607681,0.427663605,,
919.3593291,0.426566418,,
919.3578902,0.425469231,,
919.5087727,0.438630336,,
919.5073337,0.437533149,,
919.5058948,0.436435962,,
919.5044559,0.435338775,,
919.5030169,0.434241588,,
919.501578,0.433144401,,
919.5001391,0.432047214,,
919.4987001,0.430950027,,
919.4972612,0.42985284,,
919.4958223,0.428755653,,
919.4943833,0.427658466,,
919.4929444,0.426561279,,
919.4915055,0.425464092,,
919.642388,0.438625197,,
919.640949,0.43752801,,
919.6395101,0.436430823,,
919.6380712,0.435333636,,
919.6366322,0.434236449,,
919.6351933,0.433139262,,
919.6337544,0.432042075,,
919.6323154,0.430944888,,
919.6308765,0.429847701,,
919.6294376,0.428750514,,
919.6279986,0.427653327,,
919.6265597,0.426556139,,
919.6251208,0.425458952,,
919.7745643,0.437522871,,
919.7731254,0.436425684,,
919.7716864,0.435328497,,
919.7702475,0.43423131,,
919.7688086,0.433134123,,
919.7673696,0.432036936,,
919.7659307,0.430939749,,
919.7644918,0.429842562,,
919.7630528,0.428745375,,
919.7616139,0.427648187,,
919.760175,0.426551,,
919.758736,0.425453813,,
919.7572971,0.424356626,,
919.9081796,0.437517732,,
919.9067407,0.436420545,,
919.9053017,0.435323358,,
919.9038628,0.434226171,,
919.9024239,0.433128984,,
919.9009849,0.432031797,,
919.899546,0.43093461,,
919.8981071,0.429837423,,
919.8966681,0.428740235,,
919.8952292,0.427643048,,
919.8937903,0.426545861,,
919.8923513,0.425448674,,
919.8909124,0.424351487,,
920.0403559,0.436415406,,
920.038917,0.435318219,,
920.0374781,0.434221032,,
920.0360391,0.433123845,,
920.0346002,0.432026658,,
920.0331613,0.43092947,,
920.0317223,0.429832283,,
920.0302834,0.428735096,,
920.0288445,0.427637909,,
920.0274055,0.426540722,,
920.0259666,0.425443535,,
920.0245277,0.424346348,,
920.0230887,0.423249161,,
920.1710934,0.434215893,,
920.1696544,0.433118706,,
920.1682155,0.432021518,,
920.1667766,0.430924331,,
920.1653376,0.429827144,,
920.1638987,0.428729957,,
920.1624598,0.42763277,,
920.1610208,0.426535583,,
920.1595819,0.425438396,,
920.158143,0.424341209,,
920.156704,0.423244022,,
920.3032697,0.433113566,,
920.3018308,0.432016379,,
920.3003918,0.430919192,,
920.2989529,0.429822005,,
920.297514,0.428724818,,
920.296075,0.427627631,,
920.2946361,0.426530444,,
920.2931972,0.425433257,,
920.2917582,0.42433607,,
920.4383239,0.434205614,,
920.436885,0.433108427,,
920.4354461,0.43201124,,
920.4340071,0.430914053,,
920.4325682,0.429816866,,
920.4311293,0.428719679,,
920.4296903,0.427622492,,
920.4282514,0.426525305,,
920.4268125,0.425428118,,
920.4253735,0.424330931,,
920.5719392,0.434200475,,
920.5705003,0.433103288,,
920.5690613,0.432006101,,
920.5676224,0.430908914,,
920.5661835,0.429811727,,
920.5647445,0.42871454,,
920.5633056,0.427617353,,
920.5618667,0.426520166,,
920.5604277,0.425422979,,
920.5589888,0.424325792,,
920.7055545,0.434195336,,
920.7041156,0.433098149,,
920.7026766,0.432000962,,
920.7012377,0.430903775,,
920.6997988,0.429806588,,
920.6983598,0.428709401,,
920.6969209,0.427612214,,
920.695482,0.426515027,,
920.694043,0.42541784,,
920.6926041,0.424320653,,
920.8391698,0.434190197,,
920.8377308,0.43309301,,
920.8362919,0.431995823,,
920.834853,0.430898636,,
920.833414,0.429801449,,
920.8319751,0.428704262,,
920.8305362,0.427607075,,
920.8290972,0.426509888,,
920.8276583,0.425412701,,
920.8262194,0.424315514,,
920.8247804,0.423218327,,
920.9713461,0.433087871,,
920.9699072,0.431990684,,
920.9684683,0.430893497,,
920.9670293,0.42979631,,
920.9655904,0.428699123,,
920.9641515,0.427601936,,
920.9627125,0.426504749,,
920.9612736,0.425407562,,
920.9598347,0.424310375,,
920.9583957,0.423213188,,
920.9569568,0.422116001,,
921.1049614,0.433082732,,
921.1035225,0.431985545,,
921.1020835,0.430888358,,
921.1006446,0.429791171,,
921.0992057,0.428693984,,
921.0977667,0.427596797,,
921.0963278,0.42649961,,
921.0948889,0.425402423,,
921.0934499,0.424305236,,
921.092011,0.423208049,,
921.0905721,0.422110862,,
921.2385767,0.433077593,,
921.2371378,0.431980406,,
921.2356988,0.430883219,,
921.2342599,0.429786032,,
921.232821,0.428688845,,
921.231382,0.427591658,,
921.2299431,0.426494471,,
921.2285042,0.425397284,,
921.2270652,0.424300097,,
921.2256263,0.42320291,,
921.372192,0.433072454,,
921.370753,0.431975267,,
921.3693141,0.43087808,,
921.3678752,0.429780893,,
921.3664362,0.428683706,,
921.3649973,0.427586519,,
921.3635584,0.426489332,,
921.3621194,0.425392145,,
921.3606805,0.424294958,,
921.5072462,0.434164502,,
921.5058073,0.433067315,,
921.5043683,0.431970128,,
921.5029294,0.430872941,,
921.5014905,0.429775754,,
921.5000515,0.428678567,,
921.4986126,0.42758138,,
921.4971737,0.426484193,,
921.4957347,0.425387006,,
921.6408615,0.434159363,,
921.6394225,0.433062176,,
921.6379836,0.431964989,,
921.6365447,0.430867802,,
921.6351057,0.429770615,,
921.6336668,0.428673428,,
921.6322279,0.427576241,,
921.6307889,0.426479054,,
921.62935,0.425381867,,
921.7730378,0.433057037,,
921.7715989,0.43195985,,
921.77016,0.430862663,,
921.768721,0.429765476,,
921.7672821,0.428668289,,
921.7658432,0.427571102,,
921.7644042,0.426473915,,
921.7629653,0.425376728,,
921.9066531,0.433051898,,
921.9052142,0.431954711,,
921.9037752,0.430857524,,
921.9023363,0.429760337,,
921.9008974,0.42866315,,
921.8994584,0.427565963,,
921.8980195,0.426468776,,
921.8965806,0.425371589,,
922.0417073,0.434143946,,
922.0402684,0.433046759,,
922.0388295,0.431949572,,
922.0373905,0.430852385,,
922.0359516,0.429755198,,
922.0345127,0.428658011,,
922.0330737,0.427560824,,
922.0316348,0.426463637,,
922.0301959,0.42536645,,
922.1767615,0.435235994,,
922.1753226,0.434138807,,
922.1738837,0.43304162,,
922.1724447,0.431944433,,
922.1710058,0.430847246,,
922.1695669,0.429750059,,
922.1681279,0.428652872,,
922.166689,0.427555685,,
922.1652501,0.426458498,,
922.1638111,0.425361311,,
922.3118158,0.436328042,,
922.3103768,0.435230855,,
922.3089379,0.434133668,,
922.307499,0.433036481,,
922.30606,0.431939294,,
922.3046211,0.430842107,,
922.3031822,0.42974492,,
922.3017432,0.428647733,,
922.3003043,0.427550546,,
922.2988654,0.426453359,,
922.2974264,0.425356171,,
922.445431,0.436322903,,
922.4439921,0.435225716,,
922.4425532,0.434128529,,
922.4411142,0.433031342,,
922.4396753,0.431934155,,
922.4382364,0.430836968,,
922.4367974,0.429739781,,
922.4353585,0.428642594,,
922.4339196,0.427545406,,
922.4324806,0.426448219,,
922.4310417,0.425351032,,
922.5790463,0.436317764,,
922.5776074,0.435220577,,
922.5761685,0.43412339,,
922.5747295,0.433026203,,
922.5732906,0.431929016,,
922.5718517,0.430831829,,
922.5704127,0.429734642,,
922.5689738,0.428637454,,
922.5675349,0.427540267,,
922.5660959,0.42644308,,
922.564657,0.425345893,,
922.5632181,0.424248706,,
922.7126616,0.436312625,,
922.7112227,0.435215438,,
922.7097837,0.434118251,,
922.7083448,0.433021064,,
922.7069059,0.431923877,,
922.7054669,0.43082669,,
922.704028,0.429729502,,
922.7025891,0.428632315,,
922.7011501,0.427535128,,
922.6997112,0.426437941,,
922.6982723,0.425340754,,
922.6968333,0.424243567,,
922.6953944,0.42314638,,
922.6939555,0.422049193,,
922.6925165,0.420952006,,
922.8462769,0.436307486,,
922.844838,0.435210299,,
922.843399,0.434113112,,
922.8419601,0.433015925,,
922.8405212,0.431918737,,
922.8390822,0.43082155,,
922.8376433,0.429724363,,
922.8362044,0.428627176,,
922.8347654,0.427529989,,
922.8333265,0.426432802,,
922.8318876,0.425335615,,
922.8304486,0.424238428,,
922.8290097,0.423141241,,
922.8275708,0.422044054,,
922.8261318,0.420946867,,
922.8246929,0.41984968,,
922.9784532,0.43520516,,
922.9770143,0.434107973,,
922.9755754,0.433010785,,
922.9741364,0.431913598,,
922.9726975,0.430816411,,
922.9712586,0.429719224,,
922.9698196,0.428622037,,
922.9683807,0.42752485,,
922.9669418,0.426427663,,
922.9655028,0.425330476,,
922.9640639,0.424233289,,
922.962625,0.423136102,,
922.961186,0.422038915,,
922.9597471,0.420941728,,
922.9583082,0.419844541,,
923.1120685,0.435200021,,
923.1106296,0.434102833,,
923.1091907,0.433005646,,
923.1077517,0.431908459,,
923.1063128,0.430811272,,
923.1048739,0.429714085,,
923.1034349,0.428616898,,
923.101996,0.427519711,,
923.1005571,0.426422524,,
923.0991181,0.425325337,,
923.0976792,0.42422815,,
923.0962403,0.423130963,,
923.0948013,0.422033776,,
923.0933624,0.420936589,,
923.0919235,0.419839402,,
923.2456838,0.435194881,,
923.2442449,0.434097694,,
923.2428059,0.433000507,,
923.241367,0.43190332,,
923.2399281,0.430806133,,
923.2384891,0.429708946,,
923.2370502,0.428611759,,
923.2356113,0.427514572,,
923.2341723,0.426417385,,
923.2327334,0.425320198,,
923.2312945,0.424223011,,
923.2298555,0.423125824,,
923.2284166,0.422028637,,
923.2269777,0.42093145,,
923.2255387,0.419834263,,
923.3792991,0.435189742,,
923.3778602,0.434092555,,
923.3764212,0.432995368,,
923.3749823,0.431898181,,
923.3735434,0.430800994,,
923.3721044,0.429703807,,
923.3706655,0.42860662,,
923.3692266,0.427509433,,
923.3677876,0.426412246,,
923.3663487,0.425315059,,
923.3649098,0.424217872,,
923.3634708,0.423120685,,
923.3620319,0.422023498,,
923.360593,0.420926311,,
923.5143533,0.43628179,,
923.5129144,0.435184603,,
923.5114754,0.434087416,,
923.5100365,0.432990229,,
923.5085976,0.431893042,,
923.5071586,0.430795855,,
923.5057197,0.429698668,,
923.5042808,0.428601481,,
923.5028418,0.427504294,,
923.5014029,0.426407107,,
923.499964,0.42530992,,
923.498525,0.424212733,,
923.4970861,0.423115546,,
923.4956472,0.422018359,,
923.6479686,0.436276651,,
923.6465297,0.435179464,,
923.6450907,0.434082277,,
923.6436518,0.43298509,,
923.6422129,0.431887903,,
923.6407739,0.430790716,,
923.639335,0.429693529,,
923.6378961,0.428596342,,
923.6364571,0.427499155,,
923.6350182,0.426401968,,
923.6335793,0.425304781,,
923.7815839,0.436271512,,
923.7801449,0.435174325,,
923.778706,0.434077138,,
923.7772671,0.432979951,,
923.7758281,0.431882764,,
923.7743892,0.430785577,,
923.7729503,0.42968839,,
923.7715113,0.428591203,,
923.7700724,0.427494016,,
923.7686335,0.426396829,,
923.7671945,0.425299642,,
923.9137602,0.435169186,,
923.9123213,0.434071999,,
923.9108824,0.432974812,,
923.9094434,0.431877625,,
923.9080045,0.430780438,,
923.9065656,0.429683251,,
923.9051266,0.428586064,,
923.9036877,0.427488877,,
923.9022488,0.42639169,,
923.9008098,0.425294503,,
924.0459366,0.43406686,,
924.0444976,0.432969673,,
924.0430587,0.431872486,,
924.0416198,0.430775299,,
924.0401808,0.429678112,,
924.0387419,0.428580925,,
924.037303,0.427483738,,
924.035864,0.426386551,,
924.0344251,0.425289364,,
924.1781129,0.432964534,,
924.176674,0.431867347,,
924.1752351,0.43077016,,
924.1737961,0.429672973,,
924.1723572,0.428575786,,
924.1709183,0.427478599,,
924.1694793,0.426381412,,
924.1680404,0.425284225,,
924.3117282,0.432959395,,
924.3102893,0.431862208,,
924.3088503,0.430765021,,
924.3074114,0.429667834,,
924.3059725,0.428570647,,
924.3045335,0.42747346,,
924.3030946,0.426376273,,
924.3016557,0.425279086,,
924.4453435,0.432954256,,
924.4439046,0.431857069,,
924.4424656,0.430759882,,
924.4410267,0.429662695,,
924.4395878,0.428565508,,
924.4381488,0.427468321,,
924.4367099,0.426371134,,
924.435271,0.425273947,,
924.5789588,0.432949117,,
924.5775198,0.43185193,,
924.5760809,0.430754743,,
924.574642,0.429657556,,
924.573203,0.428560369,,
924.5717641,0.427463182,,
924.5703252,0.426365995,,
924.5688862,0.425268808,,
924.7125741,0.432943978,,
924.7111351,0.431846791,,
924.7096962,0.430749604,,
924.7082573,0.429652417,,
924.7068183,0.42855523,,
924.7053794,0.427458043,,
924.7039405,0.426360856,,
924.8476283,0.434036026,,
924.8461893,0.432938839,,
924.8447504,0.431841652,,
924.8433115,0.430744465,,
924.8418725,0.429647278,,
924.8404336,0.428550091,,
924.8389947,0.427452904,,
924.8375557,0.426355717,,
924.9812436,0.434030887,,
924.9798046,0.4329337,,
924.9783657,0.431836513,,
924.9769268,0.430739326,,
924.9754878,0.429642139,,
924.9740489,0.428544952,,
924.97261,0.427447765,,
924.971171,0.426350578,,
925.1148588,0.434025748,,
925.1134199,0.432928561,,
925.111981,0.431831374,,
925.110542,0.430734187,,
925.1091031,0.429637,,
925.1076642,0.428539813,,
925.1062252,0.427442626,,
925.1047863,0.426345438,,
925.2499131,0.435117796,,
925.2484741,0.434020609,,
925.2470352,0.432923422,,
925.2455963,0.431826235,,
925.2441573,0.430729048,,
925.2427184,0.429631861,,
925.2412795,0.428534673,,
925.2398405,0.427437486,,
925.2384016,0.426340299,,
925.3835283,0.435112657,,
925.3820894,0.43401547,,
925.3806505,0.432918283,,
925.3792115,0.431821096,,
925.3777726,0.430723909,,
925.3763337,0.429626721,,
925.3748947,0.428529534,,
925.3734558,0.427432347,,
925.5171436,0.435107518,,
925.5157047,0.434010331,,
925.5142658,0.432913144,,
925.5128268,0.431815957,,
925.5113879,0.430718769,,
925.509949,0.429621582,,
925.50851,0.428524395,,
925.5070711,0.427427208,,
925.6507589,0.435102379,,
925.64932,0.434005192,,
925.647881,0.432908004,,
925.6464421,0.431810817,,
925.6450032,0.43071363,,
925.6435642,0.429616443,,
925.6421253,0.428519256,,
925.6406864,0.427422069,,
925.7858131,0.436194427,,
925.7843742,0.43509724,,
925.7829353,0.434000052,,
925.7814963,0.432902865,,
925.7800574,0.431805678,,
925.7786185,0.430708491,,
925.7771795,0.429611304,,
925.7757406,0.428514117,,
925.9194284,0.436189288,,
925.9179895,0.4350921,,
925.9165505,0.433994913,,
925.9151116,0.432897726,,
925.9136727,0.431800539,,
925.9122337,0.430703352,,
925.9107948,0.429606165,,
925.9093559,0.428508978,,
926.0530437,0.436184148,,
926.0516048,0.435086961,,
926.0501658,0.433989774,,
926.0487269,0.432892587,,
926.047288,0.4317954,,
926.045849,0.430698213,,
926.0444101,0.429601026,,
926.0429712,0.428503839,,
926.0415322,0.427406652,,
926.186659,0.436179009,,
926.18522,0.435081822,,
926.1837811,0.433984635,,
926.1823422,0.432887448,,
926.1809032,0.431790261,,
926.1794643,0.430693074,,
926.1780254,0.429595887,,
926.1765864,0.4284987,,
926.1751475,0.427401513,,
926.1737086,0.426304326,,
926.3202743,0.43617387,,
926.3188353,0.435076683,,
926.3173964,0.433979496,,
926.3159575,0.432882309,,
926.3145185,0.431785122,,
926.3130796,0.430687935,,
926.3116407,0.429590748,,
926.3102017,0.428493561,,
926.3087628,0.427396374,,
926.3073239,0.426299187,,
926.4524506,0.435071544,,
926.4510117,0.433974357,,
926.4495727,0.43287717,,
926.4481338,0.431779983,,
926.4466949,0.430682796,,
926.4452559,0.429585609,,
926.443817,0.428488422,,
926.4423781,0.427391235,,
926.4409391,0.426294048,,
926.4395002,0.425196861,,
926.5860659,0.435066405,,
926.584627,0.433969218,,
926.583188,0.432872031,,
926.5817491,0.431774844,,
926.5803102,0.430677657,,
926.5788712,0.42958047,,
926.5774323,0.428483283,,
926.5759934,0.427386096,,
926.5745544,0.426288909,,
926.5731155,0.425191722,,
926.7182422,0.433964079,,
926.7168033,0.432866892,,
926.7153644,0.431769705,,
926.7139254,0.430672518,,
926.7124865,0.429575331,,
926.7110476,0.428478144,,
926.7096086,0.427380957,,
926.7081697,0.42628377,,
926.7067308,0.425186583,,
926.8518575,0.43395894,,
926.8504186,0.432861753,,
926.8489797,0.431764566,,
926.8475407,0.430667379,,
926.8461018,0.429570192,,
926.8446629,0.428473005,,
926.8432239,0.427375818,,
926.841785,0.426278631,,
926.8403461,0.425181444,,
926.9869117,0.435050988,,
926.9854728,0.433953801,,
926.9840339,0.432856614,,
926.9825949,0.431759427,,
926.981156,0.43066224,,
926.9797171,0.429565053,,
926.9782781,0.428467866,,
926.9768392,0.427370679,,
926.9754003,0.426273492,,
927.121966,0.436143036,,
927.120527,0.435045849,,
927.1190881,0.433948662,,
927.1176492,0.432851475,,
927.1162102,0.431754288,,
927.1147713,0.430657101,,
927.1133324,0.429559914,,
927.1118934,0.428462727,,
927.1104545,0.42736554,,
927.1090156,0.426268353,,
927.2555812,0.436137897,,
927.2541423,0.43504071,,
927.2527034,0.433943523,,
927.2512644,0.432846336,,
927.2498255,0.431749149,,
927.2483866,0.430651962,,
927.2469476,0.429554775,,
927.2455087,0.428457588,,
927.2440698,0.427360401,,
927.2426308,0.426263214,,
927.3891965,0.436132758,,
927.3877576,0.435035571,,
927.3863187,0.433938384,,
927.3848797,0.432841197,,
927.3834408,0.43174401,,
927.3820019,0.430646823,,
927.3805629,0.429549636,,
927.379124,0.428452449,,
927.3776851,0.427355262,,
927.3762461,0.426258075,,
927.5228118,0.436127619,,
927.5213729,0.435030432,,
927.5199339,0.433933245,,
927.518495,0.432836058,,
927.5170561,0.431738871,,
927.5156171,0.430641684,,
927.5141782,0.429544497,,
927.5127393,0.42844731,,
927.5113003,0.427350123,,
927.657866,0.437219667,,
927.6564271,0.43612248,,
927.6549882,0.435025293,,
