Energy (eV),Intensity
939.5,5.559884692
939.55,5.562090029
939.6,5.563960613
939.65,5.565462746
939.7,5.566562729
939.75,5.567226866
939.8,5.567421458
939.85,5.566332968
939.9,5.561678294
939.95,5.554939907
940,5.547856727
940.05,5.544201223
940.1,5.541441927
940.15,5.538870409
940.2,5.536356866
940.25,5.533771498
940.3,5.530984501
940.35,5.527866076
940.4,5.522360572
940.45,5.513068301
940.5,5.501531903
940.55,5.487662403
940.6,5.471505219
940.65,5.454049096
940.7,5.43668681
940.75,5.421894869
940.8,5.414776303
940.85,5.408258347
940.9,5.402280896
940.95,5.396783843
941,5.39170708
941.05,5.386990502
941.1,5.382574002
941.15,5.375248028
941.2,5.36843388
941.25,5.3634896
941.3,5.360943344
941.35,5.360795622
941.4,5.361642119
941.45,5.361847286
941.5,5.359820761
941.55,5.355184683
941.6,5.348878535
941.65,5.341907998
941.7,5.335203264
941.75,5.329134189
941.8,5.323818517
941.85,5.319372214
941.9,5.315532514
941.95,5.311002488
942,5.304310314
942.05,5.294060782
942.1,5.28100754
942.15,5.268292894
942.2,5.259183889
942.25,5.256343683
942.3,5.257824421
942.35,5.259552243
942.4,5.257752261
942.45,5.254455483
942.5,5.249729098
942.55,5.243955487
942.6,5.237517029
942.65,5.230796104
942.7,5.224175092
942.75,5.218036373
942.8,5.209196912
942.85,5.202361709
942.9,5.198180402
942.95,5.196013221
943,5.195252305
943.05,5.195381462
943.1,5.195900862
943.15,5.196209722
943.2,5.196277395
943.25,5.196331089
943.3,5.196371887
943.35,5.196400874
943.4,5.196419133
943.45,5.196427746
943.5,5.196427797
943.55,5.19642037
943.6,5.196406548
943.65,5.196387414
943.7,5.196364052
943.75,5.196337545
943.8,5.196308976
943.85,5.196279429
943.9,5.196249986
943.95,5.196221733
944,5.19619575
944.05,5.196170261
944.1,5.196132718
944.15,5.196116557
944.2,5.196116545
944.25,5.196127454
944.3,5.196144052
944.35,5.196161109
944.4,5.196173393
944.45,5.196172882
944.5,5.196153826
944.55,5.196145717
944.6,5.196180503
944.65,5.196265053
944.7,5.196328414
944.75,5.196284589
944.8,5.196052345
944.85,5.195719609
944.9,5.19558518
944.95,5.195961087
945,5.197057318
945.05,5.198184049
945.1,5.198183176
945.15,5.195892796
945.2,5.190772838
945.25,5.184262959
945.3,5.178195929
945.35,5.174370883
945.4,5.173331636
945.45,5.17402076
945.5,5.175276728
945.55,5.176036307
945.6,5.176128879
945.65,5.175859634
945.7,5.175538186
945.75,5.175395779
945.8,5.175407615
945.85,5.17549669
945.9,5.175586792
945.95,5.175632881
946,5.175630605
946.05,5.175578352
946.1,5.175479991
946.15,5.175390692
946.2,5.175393628
946.25,5.17557224
946.3,5.175927748
946.35,5.176185662
946.4,5.176013766
946.45,5.175095375
946.5,5.173756959
946.55,5.173184069
946.6,5.174622105
946.65,5.179105655
946.7,5.185637468
946.75,5.192084292
946.8,5.19623914
946.85,5.197009584
946.9,5.197018772
946.95,5.196557943
947,5.195918335
947.05,5.195391184
947.1,5.195267728
947.15,5.195839206
947.2,5.198995089
947.25,5.205127137
947.3,5.211833359
947.35,5.216947291
947.4,5.218960414
947.45,5.218688463
947.5,5.21746015
947.55,5.216587265
947.6,5.216600035
947.65,5.216935315
947.7,5.216948474
947.75,5.216104264
947.8,5.214987526
947.85,5.21483975
947.9,5.216910736
947.95,5.221881117
948,5.228367628
948.05,5.234519338
948.1,5.238509243
948.15,5.239680057
948.2,5.239049248
948.25,5.237763309
948.3,5.236892119
948.35,5.23669655
948.4,5.236951871
948.45,5.237426742
948.5,5.237891652
948.55,5.238123878
948.6,5.237902283
948.65,5.237015645
948.7,5.23576672
948.75,5.235211444
948.8,5.236465714
948.85,5.240492625
948.9,5.246591066
948.95,5.25303719
949,5.258092259
949.05,5.260465805
949.1,5.260580366
949.15,5.259267597
949.2,5.25735973
949.25,5.255720867
949.3,5.255262913
949.35,5.256901703
949.4,5.261403351
949.45,5.26785154
949.5,5.274271453
949.55,5.278671804
949.6,5.279746656
949.65,5.278878691
949.7,5.2781098
949.75,5.27901094
949.8,5.280599853
949.85,5.282867173
949.9,5.285666791
949.95,5.288852599
950,5.292278487
950.05,5.295798349
950.1,5.299266074
950.15,5.305669513
950.2,5.311415941
950.25,5.316627514
950.3,5.321437166
950.35,5.326168438
950.4,5.331444444
950.45,5.337914555
950.5,5.346186584
950.55,5.356370735
950.6,5.368249145
950.65,5.381598163
950.7,5.396269727
950.75,5.412428313
950.8,5.430319163
950.85,5.450182073
950.9,5.471894845
950.95,5.494752854
951,5.51799879
951.05,5.540922792
951.1,5.56340176
951.15,5.585708556
951.2,5.608123464
951.25,5.630825664
951.3,5.653565169
951.35,5.675978142
951.4,5.694386251
951.45,5.70491705
951.5,5.714994883
951.55,5.724453667
951.6,5.733127324
951.65,5.740849773
951.7,5.747454934
951.75,5.752776726
951.8,5.759170928
951.85,5.760532801
951.9,5.757400752
951.95,5.75044796
952,5.740514413
952.05,5.728721426
952.1,5.716217384
952.15,5.70409146
952.2,5.692650919
952.25,5.681650286
952.3,5.670832441
952.35,5.659960668
952.4,5.648889543
952.45,5.637499162
952.5,5.62567322
952.55,5.613589743
952.6,5.601935032
952.65,5.591445818
952.7,5.582815998
952.75,5.576154736
952.8,5.571148149
952.85,5.567472928
952.9,5.564933063
952.95,5.56391726
953,5.564982009
953.05,5.568674387
953.1,5.574710793
953.15,5.581338737
953.2,5.586655511
953.25,5.588911364
953.3,5.588516409
953.35,5.587479926
953.4,5.587848822
953.45,5.591202132
953.5,5.596912321
953.55,5.60370197
953.6,5.610299977
953.65,5.616045078
953.7,5.621380323
953.75,5.626865137
953.8,5.633002576
953.85,5.639472021
953.9,5.645328766
953.95,5.649612619
954,5.651601232
954.05,5.651724018
954.1,5.65075854
954.15,5.649481093
954.2,5.648529569
954.25,5.648285179
954.3,5.649101269
954.35,5.651329739
954.4,5.655300654
954.45,5.661327143
954.5,5.669721895
954.55,5.675275056
954.6,5.680966212
954.65,5.686946734
954.7,5.693016109
954.75,5.698973826
954.8,5.704619372
954.85,5.709752235
954.9,5.716450443
954.95,5.722679539
955,5.727467297
955.05,5.731910008
955.1,5.736926308
955.15,5.742527735
955.2,5.748437054
955.25,5.754377661
955.3,5.760164361
955.35,5.765789805
955.4,5.771267123
955.45,5.776616322
955.5,5.781969012
955.55,5.787547408
955.6,5.793576344
955.65,5.800137731
955.7,5.806564047
955.75,5.811942964
955.8,5.814930975
955.85,5.815512635
955.9,5.815946355
955.95,5.816246529
956,5.816427554
956.05,5.816503824
956.1,5.816489737
956.15,5.816399686
956.2,5.816248068
956.25,5.816049279
956.3,5.815817713
956.35,5.815567767
956.4,5.815313837
956.45,5.815070317
956.5,5.814851604
956.55,5.814462955
956.6,5.814341414
956.65,5.814527525
956.7,5.81475218
956.75,5.814800905
956.8,5.814794149
956.85,5.814759226
956.9,5.814715525
956.95,5.814682433
957,5.814679338
957.05,5.814725628
957.1,5.814926727
957.15,5.815263596
957.2,5.815364432
957.25,5.81487793
957.3,5.814243925
957.35,5.813556913
957.4,5.812919434
957.45,5.812487751
957.5,5.81241813
957.55,5.812866834
957.6,5.81399013
957.65,5.817322649
957.7,5.823646053
957.75,5.830263272
957.8,5.835028849
957.85,5.836296659
957.9,5.835335088
957.95,5.834466971
958,5.836010124
958.05,5.841003292
958.1,5.847675609
958.15,5.853882799
958.2,5.857567578
958.25,5.858371939
958.3,5.857484833
958.35,5.856151654
958.4,5.855446645
958.45,5.855417687
958.5,5.855731814
958.55,5.856055966
958.6,5.856175676
958.65,5.856143436
958.7,5.856048231
958.75,5.855976327
958.8,5.85595877
958.85,5.855975177
958.9,5.856003199
958.95,5.856022883
959,5.856029009
959.05,5.856021965
959.1,5.856002175
959.15,5.855975656
959.2,5.855961342
959.25,5.855979983
959.3,5.856016452
959.35,5.856037351
959.4,5.856060252
959.45,5.856083852
959.5,5.856106849
959.55,5.856127939
959.6,5.856145818
959.65,5.856159185
959.7,5.856166736
959.75,5.856167167
959.8,5.856159177
959.85,5.856141461
959.9,5.856112717
959.95,5.856071642
960,5.856016932
960.05,5.855735927
960.1,5.855447658
960.15,5.855492711
960.2,5.856182693
960.25,5.857438282
960.3,5.858232378
960.35,5.857397051
960.4,5.853827717
960.45,5.847870192
960.5,5.841317045
960.55,5.836023463
960.6,5.833547677
960.65,5.833461584
960.7,5.834522264
960.75,5.835485634
960.8,5.835590587
960.85,5.835276467
960.9,5.835165975
960.95,5.835844685
961,5.837012158
961.05,5.83746375
961.1,5.835954052
961.15,5.831525334
961.2,5.825198054
961.25,5.818824554
961.3,5.814258256
961.35,5.812587363
961.4,5.812949934
961.45,5.814177888
961.5,5.815131047
961.55,5.815363682
961.6,5.815155152
961.65,5.814818843
961.7,5.814632307
961.75,5.814619721
961.8,5.814696044
961.85,5.814775865
961.9,5.814802
961.95,5.814791038
962,5.81477147
962.05,5.814770769
962.1,5.814790015
962.15,5.814802096
962.2,5.814778523
962.25,5.814700716
962.3,5.814622166
962.35,5.8146282
962.4,5.814804124
962.45,5.815138568
962.5,5.815361091
962.55,5.815158305
962.6,5.814241801
962.65,5.813001106
962.7,5.812566691
962.75,5.814106638
962.8,5.818534542
962.85,5.82486107
962.9,5.831235249
962.95,5.835802907
963,5.837444943
963.05,5.837062674
963.1,5.835901512
963.15,5.835177114
963.2,5.835260762
963.25,5.835579539
963.3,5.835510735
963.35,5.834583758
963.4,5.833498122
963.45,5.833496279
963.5,5.835822812
963.55,5.841003493
963.6,5.847537563
963.65,5.853569705
963.7,5.857290045
963.75,5.858238337
963.8,5.857498441
963.85,5.85623878
963.9,5.855510996
963.95,5.855442513
964,5.855721339
964.05,5.856032893
964.1,5.856154356
964.15,5.856128283
964.2,5.85604492
964.25,5.855997935
964.3,5.855990113
964.35,5.855994836
964.4,5.856006315
964.45,5.856018758
964.5,5.856026377
964.55,5.85602338
964.6,5.85600092
964.65,5.855915432
964.7,5.855848079
964.75,5.855893898
964.8,5.856142207
964.85,5.856495781
964.9,5.856633965
964.95,5.856222931
965,5.855044629
965.05,5.853851446
965.1,5.853880092
965.15,5.856370407
965.2,5.861834405
965.25,5.868568568
965.3,5.874449338
965.35,5.877407958
965.4,5.877251518
965.45,5.876086044
965.5,5.876158082
965.55,5.879422781
965.6,5.885320807
965.65,5.892007302
965.7,5.897627246
965.75,5.900752942
965.8,5.901291404
965.85,5.899409517
965.9,5.895286187
965.95,5.889532626
966,5.883302166
966.05,5.877782479
966.1,5.874085934
966.15,5.872655832
966.2,5.873585095
966.25,5.876963456
966.3,5.882542892
966.35,5.888992796
966.4,5.894766113
966.45,5.898344921
966.5,5.899313305
966.55,5.898669453
966.6,5.897504326
966.65,5.896980903
966.7,5.896778114
966.75,5.8967221
966.8,5.896773726
966.85,5.896893857
966.9,5.897043359
966.95,5.897183095
967,5.897292655
967.05,5.897274433
967.1,5.897191286
967.15,5.897204565
967.2,5.897333257
967.25,5.897488794
967.3,5.8976481
967.35,5.897769634
967.4,5.897811853
967.45,5.897733216
967.5,5.89749218
967.55,5.896825802
967.6,5.895582307
967.65,5.895041399
967.7,5.896371076
967.75,5.900554355
967.8,5.906777408
967.85,5.913215571
967.9,5.918032954
967.95,5.919969754
968,5.919762288
968.05,5.918578921
968.1,5.917574451
968.15,5.917302261
968.2,5.91748868
968.25,5.917799901
968.3,5.917931837
968.35,5.9178779
968.4,5.917802883
968.45,5.917873634
968.5,5.918163407
968.55,5.918412565
968.6,5.9182875
968.65,5.917467238
968.7,5.916223106
968.75,5.915660018
968.8,5.916945561
968.85,5.921075744
968.9,5.927275638
968.95,5.933725717
969,5.938592971
969.05,5.940589646
969.1,5.940418662
969.15,5.93923711
969.2,5.938190735
969.25,5.937862116
969.3,5.938022653
969.35,5.938380709
969.4,5.938661227
969.45,5.938765611
969.5,5.938701836
